09,千代野
火金
,4,5,6,7,8,9,10,11,12,1,2,3
燃やす粗大ごみ$紙類・古着・布類$ペットボトル$容器包装プラスチック,5,3,7,5,2,6,4,1,6,10,7,7
燃えないごみ$缶・びん$容器包装プラスチック,19,17,21,19,16,20,18,15,20,24,21,21
