03,松任Ｃ
水土
,4,5,6,7,8,9,10,11,12,1,2,3
燃やす粗大ごみ$紙類・古着・布類$ペットボトル$容器包装プラスチック,6,4,1,6,3,7,5,2,7,4,1,1
燃えないごみ$缶・びん$容器包装プラスチック,20,18,15,20,17,21,19,16,21,18,15,15
